time,open,high,low,close,volume
2025-04-15 17:00:00,1.13175,1.1329500000000001,1.12856,1.13289,7529
2025-04-15 18:00:00,1.13289,1.13291,1.12821,1.12888,5584
2025-04-15 19:00:00,1.12888,1.12919,1.12642,1.12743,4792
2025-04-15 20:00:00,1.12743,1.12826,1.12669,1.12724,3733
2025-04-15 21:00:00,1.12729,1.12766,1.12664,1.12736,3071
2025-04-15 22:00:00,1.12736,1.12875,1.12715,1.12824,2214
2025-04-15 23:00:00,1.12823,1.12897,1.12796,1.12813,1380
2025-04-16 00:00:00,1.12781,1.12852,1.12781,1.12807,197
2025-04-16 01:00:00,1.12807,1.12994,1.12807,1.12955,1281
2025-04-16 02:00:00,1.1295600000000001,1.12987,1.12833,1.12935,2496
2025-04-16 03:00:00,1.12935,1.13217,1.12929,1.13169,4783
2025-04-16 04:00:00,1.13169,1.13309,1.13164,1.13235,3944
2025-04-16 05:00:00,1.13235,1.13319,1.13181,1.13276,3055
2025-04-16 06:00:00,1.13276,1.13433,1.13244,1.13432,2347
2025-04-16 07:00:00,1.13432,1.13479,1.13329,1.13462,2404
2025-04-16 08:00:00,1.13462,1.13853,1.13414,1.1381000000000001,3728
2025-04-16 09:00:00,1.13809,1.13827,1.13606,1.13607,4805
2025-04-16 10:00:00,1.13607,1.13921,1.13593,1.13871,5346
2025-04-16 11:00:00,1.13871,1.13882,1.13384,1.13696,7074
2025-04-16 12:00:00,1.13697,1.13777,1.1356,1.13601,5877
2025-04-16 13:00:00,1.13601,1.13741,1.13523,1.13582,4679
2025-04-16 14:00:00,1.13578,1.13739,1.1354899999999999,1.13632,4518
2025-04-16 15:00:00,1.13632,1.13655,1.13408,1.13519,6624
2025-04-16 16:00:00,1.13516,1.13739,1.13498,1.13669,7020
2025-04-16 17:00:00,1.13676,1.13843,1.13541,1.13839,6671
2025-04-16 18:00:00,1.13839,1.13866,1.13571,1.13816,5147
2025-04-16 19:00:00,1.13816,1.13871,1.13702,1.1375,4575
2025-04-16 20:00:00,1.13751,1.13898,1.13593,1.1375,6106
2025-04-16 21:00:00,1.13751,1.13885,1.13651,1.13865,4987
2025-04-16 22:00:00,1.13865,1.14128,1.13849,1.13867,5167
2025-04-16 23:00:00,1.13866,1.13997,1.13818,1.13985,2642
2025-04-17 00:00:00,1.13986,1.13996,1.139,1.13962,429
2025-04-17 01:00:00,1.13962,1.14002,1.1395,1.13996,947
2025-04-17 02:00:00,1.13996,1.14093,1.13941,1.13955,2554
2025-04-17 03:00:00,1.13955,1.13968,1.1365,1.13679,4798
2025-04-17 04:00:00,1.13679,1.13694,1.13552,1.13655,4785
2025-04-17 05:00:00,1.13655,1.13817,1.13651,1.1378300000000001,2997
2025-04-17 06:00:00,1.1378300000000001,1.13808,1.1364,1.13642,2592
2025-04-17 07:00:00,1.13642,1.13699,1.13603,1.13623,1982
2025-04-17 08:00:00,1.13623,1.13711,1.13442,1.13524,2504
2025-04-17 09:00:00,1.13524,1.1371,1.13434,1.13589,4567
2025-04-17 10:00:00,1.13589,1.1379,1.13531,1.13767,5246
2025-04-17 11:00:00,1.13767,1.13886,1.13683,1.13786,4347
2025-04-17 12:00:00,1.13786,1.13809,1.13702,1.13725,3898
2025-04-17 13:00:00,1.13726,1.13767,1.13575,1.13596,4807
2025-04-17 14:00:00,1.13595,1.137,1.13559,1.13565,3505
2025-04-17 15:00:00,1.13565,1.13678,1.13353,1.13565,8067
2025-04-17 16:00:00,1.13565,1.13776,1.13512,1.13611,8136
2025-04-17 17:00:00,1.13611,1.13629,1.13573,1.13596,1027
