time,open,high,low,close,volume
2025-04-16 16:15:00,1.13613,1.13739,1.13583,1.13685,1582
2025-04-16 16:30:00,1.13685,1.13696,1.13588,1.13597,1686
2025-04-16 16:45:00,1.13597,1.13692,1.13582,1.13669,1843
2025-04-16 17:00:00,1.13676,1.13829,1.13586,1.13655,1879
2025-04-16 17:15:00,1.13655,1.13672,1.13541,1.1363699999999999,1667
2025-04-16 17:30:00,1.1363699999999999,1.13682,1.13591,1.1363,1366
2025-04-16 17:45:00,1.13634,1.13843,1.1363,1.13839,1759
2025-04-16 18:00:00,1.13839,1.13866,1.13767,1.1379299999999999,1435
2025-04-16 18:15:00,1.1379299999999999,1.13825,1.13571,1.13603,1343
2025-04-16 18:30:00,1.13607,1.13735,1.13603,1.13734,994
2025-04-16 18:45:00,1.13734,1.13845,1.13699,1.13816,1375
2025-04-16 19:00:00,1.13816,1.13871,1.13768,1.13851,1270
2025-04-16 19:15:00,1.13851,1.13851,1.13702,1.13721,1189
2025-04-16 19:30:00,1.1373,1.13804,1.13717,1.13753,1093
2025-04-16 19:45:00,1.13753,1.13776,1.13721,1.1375,1023
2025-04-16 20:00:00,1.13751,1.13755,1.13679,1.1368800000000001,1081
2025-04-16 20:15:00,1.1368800000000001,1.13727,1.13638,1.13714,827
2025-04-16 20:30:00,1.13714,1.13897,1.13593,1.1384400000000001,2261
2025-04-16 20:45:00,1.1384400000000001,1.13898,1.13706,1.1375,1937
2025-04-16 21:00:00,1.13751,1.13816,1.13651,1.13684,1660
2025-04-16 21:15:00,1.13684,1.13781,1.13675,1.13713,1076
2025-04-16 21:30:00,1.13713,1.13821,1.13709,1.13763,1030
2025-04-16 21:45:00,1.13763,1.13885,1.1375899999999999,1.13865,1221
2025-04-16 22:00:00,1.13865,1.13997,1.13849,1.13929,1384
2025-04-16 22:15:00,1.13929,1.14128,1.13928,1.14048,1474
2025-04-16 22:30:00,1.14038,1.14045,1.13925,1.13936,1427
2025-04-16 22:45:00,1.13936,1.13943,1.13865,1.13867,882
2025-04-16 23:00:00,1.13866,1.13897,1.13818,1.13871,740
2025-04-16 23:15:00,1.13871,1.13902,1.1384,1.13902,620
2025-04-16 23:30:00,1.13899,1.13954,1.13874,1.13922,764
2025-04-16 23:45:00,1.13922,1.13997,1.13922,1.13985,518
2025-04-17 00:00:00,1.13986,1.13996,1.1391499999999999,1.13985,120
2025-04-17 00:15:00,1.13984,1.13989,1.13927,1.13972,86
2025-04-17 00:30:00,1.13972,1.13989,1.13948,1.13982,94
2025-04-17 00:45:00,1.13982,1.13987,1.139,1.13962,129
2025-04-17 01:00:00,1.13962,1.14002,1.13955,1.13996,264
2025-04-17 01:15:00,1.13996,1.13999,1.13958,1.13975,280
2025-04-17 01:30:00,1.13975,1.13996,1.1395,1.13991,234
2025-04-17 01:45:00,1.1399,1.13998,1.13964,1.13996,169
2025-04-17 02:00:00,1.13996,1.13998,1.13961,1.13985,549
2025-04-17 02:15:00,1.13985,1.14031,1.13974,1.13989,452
2025-04-17 02:30:00,1.13989,1.14093,1.13984,1.14057,787
2025-04-17 02:45:00,1.14057,1.14062,1.13941,1.13955,766
2025-04-17 03:00:00,1.13955,1.13968,1.1379,1.13835,1713
2025-04-17 03:15:00,1.13835,1.13835,1.13769,1.13769,1070
2025-04-17 03:30:00,1.13769,1.13803,1.13704,1.13727,779
2025-04-17 03:45:00,1.13727,1.1375899999999999,1.1365,1.13679,1236
2025-04-17 04:00:00,1.13679,1.13679,1.13573,1.1363,857
2025-04-17 04:15:00,1.1363,1.13694,1.13594,1.13607,1102
2025-04-17 04:30:00,1.13608,1.13641,1.13552,1.13592,1459
2025-04-17 04:45:00,1.13592,1.13673,1.13588,1.13655,1367
2025-04-17 05:00:00,1.13655,1.13757,1.13651,1.13742,995
2025-04-17 05:15:00,1.13744,1.1376,1.13696,1.13717,685
2025-04-17 05:30:00,1.13717,1.13817,1.13705,1.13787,630
2025-04-17 05:45:00,1.13787,1.13802,1.13757,1.1378300000000001,687
2025-04-17 06:00:00,1.1378300000000001,1.13808,1.13716,1.13742,607
2025-04-17 06:15:00,1.13742,1.13796,1.13741,1.13751,629
2025-04-17 06:30:00,1.13752,1.1376,1.13657,1.13658,739
2025-04-17 06:45:00,1.13658,1.13674,1.1364,1.13642,617
2025-04-17 07:00:00,1.13642,1.13676,1.13641,1.13668,457
2025-04-17 07:15:00,1.13668,1.1369799999999999,1.13656,1.1369799999999999,392
2025-04-17 07:30:00,1.1369799999999999,1.13699,1.1363,1.13634,508
2025-04-17 07:45:00,1.13634,1.13694,1.13603,1.13623,625
2025-04-17 08:00:00,1.13623,1.13711,1.13613,1.13675,579
