time,open,high,low,close,volume
2025-04-17 08:15:00,1.13675,1.13701,1.13611,1.13612,390
2025-04-17 08:30:00,1.13611,1.13612,1.1344400000000001,1.13453,762
2025-04-17 08:45:00,1.13455,1.13531,1.13442,1.13524,773
2025-04-17 09:00:00,1.13524,1.13561,1.13434,1.13517,1410
2025-04-17 09:15:00,1.13517,1.13593,1.13487,1.13585,1037
2025-04-17 09:30:00,1.13585,1.1366,1.1356600000000001,1.13633,886
2025-04-17 09:45:00,1.13633,1.1371,1.13587,1.13589,1234
2025-04-17 10:00:00,1.13589,1.13708,1.13582,1.13656,1410
2025-04-17 10:15:00,1.13651,1.13662,1.13531,1.13594,1458
2025-04-17 10:30:00,1.13595,1.13716,1.13581,1.13701,1183
2025-04-17 10:45:00,1.13701,1.1379,1.13655,1.13767,1195
2025-04-17 11:00:00,1.13767,1.13815,1.13705,1.13757,1155
2025-04-17 11:15:00,1.13757,1.13757,1.13683,1.13742,1165
2025-04-17 11:30:00,1.13742,1.13882,1.13739,1.13804,1058
2025-04-17 11:45:00,1.13804,1.13886,1.13765,1.13786,969
2025-04-17 12:00:00,1.13786,1.13809,1.1373199999999999,1.1374900000000001,1020
2025-04-17 12:15:00,1.1374900000000001,1.13796,1.13706,1.13717,837
2025-04-17 12:30:00,1.13717,1.13787,1.13702,1.13785,935
2025-04-17 12:45:00,1.13785,1.13799,1.1372,1.13725,1106
2025-04-17 13:00:00,1.13726,1.13767,1.13602,1.13703,1392
2025-04-17 13:15:00,1.13703,1.13737,1.13635,1.13714,1231
2025-04-17 13:30:00,1.13714,1.13725,1.1362,1.13646,1169
2025-04-17 13:45:00,1.13646,1.13657,1.13575,1.13596,1015
2025-04-17 14:00:00,1.13595,1.13687,1.13562,1.13657,881
2025-04-17 14:15:00,1.13656,1.137,1.13634,1.13666,914
2025-04-17 14:30:00,1.13666,1.13696,1.1363699999999999,1.13651,747
2025-04-17 14:45:00,1.1365,1.13681,1.13559,1.13565,963
2025-04-17 15:00:00,1.13565,1.13667,1.13535,1.13609,1456
2025-04-17 15:15:00,1.1360999999999999,1.13678,1.13353,1.13434,2405
2025-04-17 15:30:00,1.13434,1.13585,1.13401,1.13555,2080
2025-04-17 15:45:00,1.13555,1.13594,1.13394,1.13565,2126
2025-04-17 16:00:00,1.13565,1.13776,1.13512,1.13554,2323
2025-04-17 16:15:00,1.13554,1.13687,1.13518,1.13651,1712
2025-04-17 16:30:00,1.13657,1.13685,1.13542,1.13595,2086
2025-04-17 16:45:00,1.13595,1.13649,1.1355,1.13611,2015
2025-04-17 17:00:00,1.13611,1.13629,1.13573,1.13596,1027
