time,open,high,low,close,volume
2025-03-25 00:00:00,1.08003,1.08038,1.07952,1.08003,3308
2025-03-25 04:00:00,1.08003,1.0809,1.07942,1.08034,6164
2025-03-25 08:00:00,1.08034,1.08071,1.07771,1.07907,9193
2025-03-25 12:00:00,1.07906,1.08302,1.07875,1.08252,12332
2025-03-25 16:00:00,1.08253,1.08279,1.07973,1.08066,14784
2025-03-25 20:00:00,1.08066,1.08171,1.079,1.07913,7321
2025-03-26 00:00:00,1.07901,1.07933,1.07836,1.07844,3591
2025-03-26 04:00:00,1.07844,1.07973,1.0778,1.07843,6253
2025-03-26 08:00:00,1.07843,1.07998,1.07779,1.07993,10345
2025-03-26 12:00:00,1.07993,1.08028,1.07818,1.07843,11589
2025-03-26 16:00:00,1.07843,1.07954,1.07676,1.07877,15799
2025-03-26 20:00:00,1.07877,1.07894,1.07435,1.07525,10167
2025-03-27 00:00:00,1.07539,1.07576,1.0733,1.07556,5816
2025-03-27 04:00:00,1.07555,1.0787,1.07552,1.07803,5180
2025-03-27 08:00:00,1.07803,1.07826,1.07541,1.07759,11803
2025-03-27 12:00:00,1.07759,1.07996,1.07611,1.07871,12719
2025-03-27 16:00:00,1.07871,1.08212,1.07765,1.07988,16687
2025-03-27 20:00:00,1.07991,1.08087,1.07883,1.08018,6953
2025-03-28 00:00:00,1.08011,1.08015,1.07882,1.07949,2662
2025-03-28 04:00:00,1.07949,1.07989,1.07846,1.07885,4837
2025-03-28 08:00:00,1.07885,1.07999,1.07753,1.07783,8021
2025-03-28 12:00:00,1.07783,1.0792,1.07645,1.07891,10126
2025-03-28 16:00:00,1.07891,1.08448,1.07849,1.08217,17713
2025-03-28 20:00:00,1.08217,1.08361,1.0812,1.08306,7905
2025-03-31 00:00:00,1.08225,1.08416,1.08054,1.08416,5507
2025-03-31 04:00:00,1.08416,1.08458,1.08291,1.08342,5852
2025-03-31 08:00:00,1.08342,1.08494,1.08117,1.08274,13427
2025-03-31 12:00:00,1.08274,1.08305,1.0801,1.08037,10983
2025-03-31 16:00:00,1.08036,1.08214,1.0784,1.08118,16354
2025-03-31 20:00:00,1.08118,1.08199,1.08071,1.08149,6662
2025-04-01 00:00:00,1.08152,1.08266,1.08141,1.08252,3373
2025-04-01 04:00:00,1.08252,1.08301,1.08169,1.08251,5616
2025-04-01 08:00:00,1.08251,1.08252,1.07991,1.08177,11342
2025-04-01 12:00:00,1.08177,1.08293,1.07783,1.07873,13840
2025-04-01 16:00:00,1.07873,1.08124,1.07793,1.07997,17583
2025-04-01 20:00:00,1.07997,1.08047,1.07852,1.07924,7143
2025-04-02 00:00:00,1.07933,1.08081,1.07882,1.07904,3853
2025-04-02 04:00:00,1.07904,1.08018,1.07872,1.07926,4303
2025-04-02 08:00:00,1.07926,1.08018,1.07802,1.07975,9126
2025-04-02 12:00:00,1.07975,1.08196,1.0786,1.08192,11154
2025-04-02 16:00:00,1.08192,1.0873,1.08148,1.08523,17127
2025-04-02 20:00:00,1.08523,1.09241,1.08105,1.08603,17511
2025-04-03 00:00:00,1.0851,1.09114,1.08052,1.08908,18012
2025-04-03 04:00:00,1.08908,1.09245,1.08864,1.09068,14014
