time,open,high,low,close,volume
2025-04-03 08:00:00,1.09068,1.10206,1.09064,1.10093,22239
2025-04-03 12:00:00,1.10093,1.11459,1.10039,1.10817,27993
2025-04-03 16:00:00,1.10818,1.1135,1.10327,1.10389,30240
2025-04-03 20:00:00,1.10385,1.10528,1.1016,1.10511,12506
2025-04-04 00:00:00,1.10518,1.10715,1.10368,1.10606,8884
2025-04-04 04:00:00,1.10606,1.10986,1.10573,1.10874,14023
2025-04-04 08:00:00,1.10874,1.11078,1.09753,1.0996299999999999,23282
2025-04-04 12:00:00,1.09964,1.1089,1.09646,1.1019700000000001,38982
2025-04-04 16:00:00,1.10199,1.10481,1.09601,1.09713,43506
2025-04-04 20:00:00,1.09714,1.09769,1.09246,1.09636,24460
2025-04-07 00:00:00,1.08936,1.10011,1.088,1.09669,21890
2025-04-07 04:00:00,1.09669,1.09875,1.0919699999999999,1.09849,17844
2025-04-07 08:00:00,1.09849,1.105,1.09679,1.0991900000000001,33890
2025-04-07 12:00:00,1.0992,1.09966,1.09353,1.0973600000000001,32890
2025-04-07 16:00:00,1.0973600000000001,1.09825,1.09004,1.09322,40662
2025-04-07 20:00:00,1.09324,1.09523,1.09019,1.09053,19118
2025-04-08 00:00:00,1.09066,1.09501,1.09013,1.09399,7787
2025-04-08 04:00:00,1.09399,1.09802,1.09377,1.0976,12834
2025-04-08 08:00:00,1.0976,1.09918,1.09215,1.09366,22702
2025-04-08 12:00:00,1.09366,1.09685,1.09111,1.09486,22150
2025-04-08 16:00:00,1.09486,1.09558,1.08883,1.09296,30825
2025-04-08 20:00:00,1.09295,1.09779,1.09262,1.09578,23406
2025-04-09 00:00:00,1.09527,1.10166,1.09443,1.10148,12965
2025-04-09 04:00:00,1.10148,1.10688,1.10094,1.10686,25761
2025-04-09 08:00:00,1.10683,1.10896,1.09979,1.10274,36746
2025-04-09 12:00:00,1.10274,1.10951,1.10093,1.10755,31498
2025-04-09 16:00:00,1.10755,1.10818,1.1013600000000001,1.10202,27787
2025-04-09 20:00:00,1.10202,1.10636,1.09132,1.09474,35882
2025-04-10 00:00:00,1.09483,1.09865,1.09429,1.09861,10831
2025-04-10 04:00:00,1.09861,1.09892,1.0961400000000001,1.09828,16233
2025-04-10 08:00:00,1.09828,1.10479,1.09626,1.10375,23217
2025-04-10 12:00:00,1.10375,1.1132,1.10335,1.10972,26137
2025-04-10 16:00:00,1.1097299999999999,1.12288,1.1091,1.11967,34279
2025-04-10 20:00:00,1.11967,1.12416,1.11588,1.1201699999999999,24121
2025-04-11 00:00:00,1.11929,1.13841,1.11818,1.131,18365
2025-04-11 04:00:00,1.13101,1.13544,1.12757,1.13225,24664
2025-04-11 08:00:00,1.13224,1.14736,1.12469,1.1427,32746
2025-04-11 12:00:00,1.1427,1.1427,1.13203,1.13954,33202
2025-04-11 16:00:00,1.13954,1.14121,1.12767,1.1306,38774
2025-04-11 20:00:00,1.13059,1.13562,1.12825,1.13552,19191
2025-04-14 00:00:00,1.1314,1.13706,1.13073,1.13653,13384
2025-04-14 04:00:00,1.13653,1.1409,1.13578,1.13676,15885
2025-04-14 08:00:00,1.13676,1.14246,1.13529,1.13876,23138
2025-04-14 12:00:00,1.13876,1.14077,1.13345,1.13389,19167
2025-04-14 16:00:00,1.13387,1.13819,1.1296,1.13308,24948
2025-04-14 20:00:00,1.13309,1.1369799999999999,1.13285,1.13496,11928
2025-04-15 00:00:00,1.135,1.13615,1.13172,1.13287,8011
2025-04-15 04:00:00,1.13287,1.13633,1.1316,1.1357,9419
2025-04-15 08:00:00,1.1357,1.13789,1.13207,1.13467,17428
2025-04-15 12:00:00,1.13465,1.13562,1.1308799999999999,1.13129,17099
2025-04-15 16:00:00,1.13129,1.1329500000000001,1.12642,1.12743,24240
2025-04-15 20:00:00,1.12743,1.12897,1.12664,1.12813,10398
2025-04-16 00:00:00,1.12781,1.13217,1.12781,1.13169,8757
2025-04-16 04:00:00,1.13169,1.13479,1.13164,1.13462,11750
2025-04-16 08:00:00,1.13462,1.13921,1.13384,1.13696,20953
2025-04-16 12:00:00,1.13697,1.13777,1.13589,1.13676,1817
